,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,1.,1.,0.0000,0.0000,0.0002,0.2351,1.
DCC_joint,nan,2.2412,-,1.,0.0158,0.0000,0.0000,0.0000,0.0073,1.
DCC_bivariate_loop,nan,0.2005,-1.2869,-,1.,0.0000,0.0000,0.0022,0.5000,1.
SW_cross_validated,nan,-1.6004,-4.291,-1.3118,-,0.0000,0.0000,0.0016,1.,0.0170
SW_15,nan,-14.0906,-15.6598,-12.5961,-13.5288,-,0.0016,0.0000,0.0000,0.0000
SW_30,nan,-9.7563,-11.6593,-8.3211,-9.0082,5.3333,-,0.0492,0.0014,0.0000
SW_60,nan,-6.3047,-8.4025,-5.1978,-5.3484,8.8718,3.7817,-,1.,0.0000
SW_120,nan,-3.0748,-4.6395,-2.7251,-2.129,9.9996,5.3985,2.1065,-,0.0075
sFC,nan,2.2338,0.016,1.2907,4.2581,15.6308,11.6254,8.3701,4.6309,-
