,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0001,0.0994,1.,1.,0.0181,0.3673,0.2307,0.0000
DCC_joint,nan,-6.6738,-,0.0046,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000
DCC_bivariate_loop,nan,-3.4656,4.8507,-,0.0001,0.0000,0.0000,0.0000,1.,0.0000
SW_cross_validated,nan,1.7844,9.2217,6.5527,-,1.,0.5679,1.,0.0001,0.0000
SW_15,nan,2.3215,10.5138,8.4636,0.4223,-,0.493,1.,0.0000,0.0000
SW_30,nan,4.2296,12.6625,11.8735,2.6652,2.7318,-,1.,0.0000,0.0000
SW_60,nan,2.8691,11.1265,9.4051,1.0607,0.7659,-1.967,-,0.0000,0.0000
SW_120,nan,-3.0833,5.9417,1.1532,-6.5663,-9.1775,-13.7335,-10.394,-,0.0000
sFC,nan,-66.7559,-56.979,-115.5476,-88.4363,-121.5412,-143.1812,-126.8578,-199.7909,-
