,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.030,0.018,0.017,0.021,0.026,0.014,0.015,0.016,0.016,0.020,0.014,0.019
SVWP,0.029,0.021,0.017,0.020,0.029,0.006,0.013,0.016,0.027,0.019,0.012,0.019
DCC_joint,0.010,0.009,0.006,0.011,0.010,0.009,0.006,0.005,0.007,0.004,0.009,0.008
SW_cross_validated,0.021,0.011,0.009,0.018,0.024,0.020,0.013,0.020,0.020,0.016,0.012,0.017
SW_15,0.006,0.008,0.010,0.008,0.008,0.008,0.006,0.008,0.006,0.009,0.008,0.008
SW_30,0.011,0.008,0.016,0.009,0.013,0.008,0.006,0.015,0.009,0.005,0.011,0.010
SW_60,0.013,0.009,0.010,0.015,0.010,0.002,0.006,0.010,0.017,0.010,0.009,0.010
SW_120,0.018,0.019,0.013,0.018,0.012,0.009,0.014,0.011,0.014,0.015,0.006,0.014
sFC,0.019,0.013,0.003,0.006,0.009,0.003,0.005,0.014,0.004,0.021,0.007,0.010
