,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.065,0.039,0.035,0.035,0.053,0.038,0.024,0.024,0.041,0.041,0.024,0.038
SVWP,0.064,0.044,0.035,0.041,0.058,0.018,0.022,0.021,0.061,0.039,0.026,0.039
DCC_joint,0.029,0.047,0.017,0.024,0.023,0.019,0.020,0.018,0.025,0.023,0.030,0.025
SW_cross_validated,0.045,0.027,0.023,0.040,0.055,0.051,0.033,0.038,0.042,0.042,0.026,0.038
SW_15,0.021,0.025,0.019,0.019,0.024,0.017,0.020,0.026,0.012,0.034,0.020,0.022
SW_30,0.026,0.022,0.019,0.022,0.034,0.031,0.021,0.032,0.019,0.023,0.026,0.025
SW_60,0.028,0.019,0.027,0.041,0.030,0.008,0.017,0.022,0.027,0.027,0.023,0.024
SW_120,0.039,0.025,0.021,0.027,0.027,0.020,0.019,0.027,0.027,0.040,0.013,0.026
sFC,0.043,0.028,0.006,0.014,0.020,0.008,0.011,0.031,0.008,0.047,0.016,0.021
