,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.055,0.090,0.142,0.169,0.200,0.221,0.271,0.174,0.159,0.121,0.121,0.157
SVWP,0.062,0.095,0.133,0.167,0.197,0.242,0.269,0.175,0.180,0.120,0.118,0.160
DCC_joint,0.064,0.134,0.145,0.187,0.194,0.191,0.203,0.135,0.177,0.116,0.125,0.152
SW_cross_validated,0.137,0.107,0.142,0.173,0.200,0.235,0.243,0.186,0.152,0.135,0.147,0.169
SW_15,0.189,0.204,0.212,0.214,0.204,0.197,0.180,0.180,0.222,0.194,0.201,0.200
SW_30,0.143,0.161,0.158,0.157,0.149,0.161,0.209,0.151,0.172,0.162,0.150,0.161
SW_60,0.120,0.121,0.112,0.170,0.247,0.306,0.334,0.164,0.146,0.137,0.120,0.180
SW_120,0.105,0.085,0.149,0.287,0.301,0.241,0.268,0.183,0.128,0.134,0.094,0.180
sFC,0.040,0.044,0.256,0.260,0.266,0.257,0.262,0.162,0.294,0.110,0.128,0.189
