,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,63,79,99,59,39,35,25,27,81,59,85
1,71,51,41,77,31,31,27,73,95,97,39
2,73,87,49,81,57,25,99,29,67,99,57
3,41,71,87,23,79,85,23,89,99,63,69
4,73,91,35,59,43,71,99,23,33,37,91
5,93,79,29,43,35,33,97,99,89,57,25
6,59,95,85,37,27,73,83,27,41,87,51
7,63,43,37,53,27,41,99,49,97,99,33
8,59,29,91,37,35,35,79,93,31,89,59
9,89,61,71,37,37,99,81,43,69,93,43
