,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.029,0.018,0.016,0.016,0.024,0.017,0.011,0.010,0.018,0.018,0.011,0.017
SVWP,0.028,0.019,0.016,0.018,0.026,0.008,0.010,0.009,0.027,0.018,0.012,0.017
DCC_joint,0.013,0.021,0.008,0.011,0.010,0.008,0.009,0.008,0.011,0.010,0.013,0.011
SW_cross_validated,0.020,0.012,0.010,0.018,0.025,0.023,0.015,0.017,0.019,0.019,0.012,0.017
SW_15,0.010,0.011,0.009,0.009,0.011,0.008,0.009,0.012,0.005,0.015,0.009,0.010
SW_30,0.011,0.010,0.009,0.010,0.015,0.014,0.009,0.014,0.008,0.010,0.011,0.011
SW_60,0.012,0.008,0.012,0.018,0.014,0.003,0.008,0.010,0.012,0.012,0.010,0.011
SW_120,0.017,0.011,0.009,0.012,0.012,0.009,0.009,0.012,0.012,0.018,0.006,0.012
sFC,0.019,0.013,0.003,0.006,0.009,0.003,0.005,0.014,0.004,0.021,0.007,0.010
