,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.095,0.057,0.052,0.066,0.084,0.044,0.048,0.050,0.050,0.063,0.044,0.059
SVWP,0.092,0.067,0.054,0.064,0.092,0.019,0.041,0.051,0.085,0.059,0.038,0.060
DCC_joint,0.033,0.028,0.019,0.035,0.030,0.029,0.020,0.015,0.023,0.014,0.027,0.025
SW_cross_validated,0.067,0.035,0.028,0.056,0.075,0.064,0.043,0.065,0.063,0.049,0.036,0.053
SW_15,0.019,0.027,0.033,0.024,0.025,0.026,0.019,0.024,0.020,0.027,0.026,0.024
SW_30,0.034,0.024,0.051,0.027,0.041,0.026,0.021,0.047,0.027,0.015,0.034,0.032
SW_60,0.043,0.029,0.033,0.049,0.030,0.007,0.020,0.032,0.052,0.032,0.030,0.032
SW_120,0.056,0.060,0.040,0.057,0.038,0.029,0.046,0.034,0.043,0.049,0.018,0.043
sFC,0.061,0.040,0.009,0.020,0.029,0.011,0.016,0.045,0.012,0.066,0.023,0.030
