,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.017,0.031,0.020,0.020,0.028,0.019,0.019,0.019,0.017,0.018,0.011,0.020
SVWP,0.020,0.030,0.019,0.015,0.029,0.014,0.018,0.025,0.021,0.015,0.015,0.020
DCC_joint,0.011,0.013,0.007,0.009,0.009,0.006,0.007,0.009,0.008,0.009,0.007,0.009
SW_cross_validated,0.011,0.010,0.013,0.010,0.020,0.009,0.008,0.016,0.018,0.009,0.013,0.012
SW_15,0.006,0.010,0.006,0.011,0.008,0.007,0.007,0.008,0.008,0.009,0.005,0.008
SW_30,0.006,0.008,0.008,0.008,0.009,0.009,0.007,0.009,0.008,0.011,0.006,0.008
SW_60,0.007,0.009,0.009,0.008,0.010,0.005,0.006,0.007,0.012,0.012,0.006,0.008
SW_120,0.010,0.012,0.009,0.015,0.010,0.008,0.021,0.006,0.014,0.010,0.007,0.011
sFC,0.014,0.009,0.002,0.005,0.006,0.002,0.004,0.010,0.003,0.015,0.005,0.007
