,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.2145e-11,7.0901e-02,3.5010e-09,4.6091e-18,2.3126e-12,1.7816e-09,3.6125e-08,1.0508e-21
DCC_joint,,2.2145e-11,,3.2687e-11,2.1489e-01,3.5420e-10,4.0111e-01,8.2694e-05,1.0942e-05,5.4625e-12
DCC_bivariate_loop,,7.0901e-02,3.2687e-11,,2.2451e-09,5.8843e-17,5.1046e-12,2.3744e-09,2.6159e-08,4.4577e-19
SW_cross_validated,,3.5010e-09,2.1489e-01,2.2451e-09,,6.0470e-10,5.2118e-02,9.3646e-03,1.3198e-03,2.9457e-11
SW_15,,4.6091e-18,3.5420e-10,5.8843e-17,6.0470e-10,,5.1064e-10,4.8978e-14,3.2672e-14,1.9300e-01
SW_30,,2.3126e-12,4.0111e-01,5.1046e-12,5.2118e-02,5.1064e-10,,5.7639e-06,8.8598e-07,4.4749e-12
SW_60,,1.7816e-09,8.2694e-05,2.3744e-09,9.3646e-03,4.8978e-14,5.7639e-06,,2.1445e-01,1.2082e-16
SW_120,,3.6125e-08,1.0942e-05,2.6159e-08,1.3198e-03,3.2672e-14,8.8598e-07,2.1445e-01,,1.4512e-16
sFC,,1.0508e-21,5.4625e-12,4.4577e-19,2.9457e-11,1.9300e-01,4.4749e-12,1.2082e-16,1.4512e-16,
