,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.49,0.86,4.75,15.76,7.43,4.96,4.08,25.22
DCC_joint,,6.49,,6.34,0.57,5.49,0.38,2.26,2.69,7.06
DCC_bivariate_loop,,0.86,6.34,,4.89,13.65,7.09,4.87,4.17,17.98
SW_cross_validated,,4.75,0.57,4.89,,5.31,0.93,1.30,1.70,6.38
SW_15,,15.76,5.49,13.65,5.31,,5.36,9.30,9.52,0.60
SW_30,,7.43,0.38,7.09,0.93,5.36,,2.83,3.26,7.14
SW_60,,4.96,2.26,4.87,1.30,9.30,2.83,,0.58,13.11
SW_120,,4.08,2.69,4.17,1.70,9.52,3.26,0.58,,12.97
sFC,,25.22,7.06,17.98,6.38,0.60,7.14,13.11,12.97,
