,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.32,1.23,5.69,13.16,8.77,4.81,5.25,3.81
DCC_joint,,2.32,,3.83,4.24,12.67,7.90,3.31,4.08,1.62
DCC_bivariate_loop,,1.23,3.83,,7.34,14.18,10.00,6.13,6.23,5.60
SW_cross_validated,,5.69,4.24,7.34,,10.64,5.23,0.10,1.85,3.74
SW_15,,13.16,12.67,14.18,10.64,,5.71,9.66,6.86,12.66
SW_30,,8.77,7.90,10.00,5.23,5.71,,4.44,1.99,7.72
SW_60,,4.81,3.31,6.13,0.10,9.66,4.44,,1.61,2.61
SW_120,,5.25,4.08,6.23,1.85,6.86,1.99,1.61,,3.57
sFC,,3.81,1.62,5.60,3.74,12.66,7.72,2.61,3.57,
