,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.78,1.02,23.46,56.55,28.44,16.09,5.68,-1.20
DCC_joint,,0.78,,0.15,16.90,47.60,25.07,14.35,5.44,-1.62
DCC_bivariate_loop,,1.02,0.15,,17.56,48.90,25.48,14.49,5.41,-1.88
SW_cross_validated,,23.46,16.90,17.56,,37.77,14.79,4.47,1.40,-22.28
SW_15,,56.55,47.60,48.90,37.77,,-13.96,-20.47,-8.85,-54.49
SW_30,,28.44,25.07,25.48,14.79,-13.96,,-7.05,-3.48,-28.14
SW_60,,16.09,14.35,14.49,4.47,-20.47,-7.05,,-0.29,-16.24
SW_120,,5.68,5.44,5.41,1.40,-8.85,-3.48,-0.29,,-5.87
sFC,,-1.20,-1.62,-1.88,-22.28,-54.49,-28.14,-16.24,-5.87,
