,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.08,0.48,4.69,14.35,8.33,5.07,3.94,15.12
DCC_joint,,6.08,,7.95,0.59,11.36,3.75,0.29,1.37,13.37
DCC_bivariate_loop,,0.48,7.95,,4.99,18.46,10.15,5.94,4.39,24.92
SW_cross_validated,,4.69,0.59,4.99,,6.43,1.88,0.73,1.46,5.38
SW_15,,14.35,11.36,18.46,6.43,,6.13,9.69,10.14,3.35
SW_30,,8.33,3.75,10.15,1.88,6.13,,3.44,4.22,5.01
SW_60,,5.07,0.29,5.94,0.73,9.69,3.44,,0.96,9.60
SW_120,,3.94,1.37,4.39,1.46,10.14,4.22,0.96,,9.97
sFC,,15.12,13.37,24.92,5.38,3.35,5.01,9.60,9.97,
