,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.07,0.54,5.04,14.91,10.18,6.81,4.58,0.64
DCC_joint,,0.07,,0.50,5.58,16.23,11.14,7.52,4.89,0.79
DCC_bivariate_loop,,0.54,0.50,,4.08,13.66,9.08,5.80,3.82,1.23
SW_cross_validated,,5.04,5.58,4.08,,15.00,8.33,3.13,0.48,7.62
SW_15,,14.91,16.23,13.66,15.00,,6.41,11.88,11.18,19.07
SW_30,,10.18,11.14,9.08,8.33,6.41,,5.28,5.79,13.57
SW_60,,6.81,7.52,5.80,3.13,11.88,5.28,,1.73,9.73
SW_120,,4.58,4.89,3.82,0.48,11.18,5.79,1.73,,6.20
sFC,,0.64,0.79,1.23,7.62,19.07,13.57,9.73,6.20,
