,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.01,0.70,8.24,18.34,13.89,6.70,4.30,0.26
DCC_joint,,0.01,,0.67,7.90,17.85,13.43,6.59,4.25,0.26
DCC_bivariate_loop,,0.70,0.67,,7.61,17.97,13.42,6.25,3.93,0.91
SW_cross_validated,,8.24,7.90,7.61,,13.69,7.94,1.71,0.32,7.72
SW_15,,18.34,17.85,17.97,13.69,,6.31,7.37,6.68,17.35
SW_30,,13.89,13.43,13.42,7.94,6.31,,3.05,3.26,13.01
SW_60,,6.70,6.59,6.25,1.71,7.37,3.05,,0.81,6.62
SW_120,,4.30,4.25,3.93,0.32,6.68,3.26,0.81,,4.34
sFC,,0.26,0.26,0.91,7.72,17.35,13.01,6.62,4.34,
