,0,1,2
0,0.79,0.20,0.01
1,0.83,0.15,0.02
2,1.00,,
3,0.36,0.08,0.56
4,0.95,0.05,
5,0.58,0.39,0.03
6,0.15,0.19,0.66
7,0.67,0.04,0.29
8,0.66,0.34,
9,1.00,,
10,0.94,0.06,0.01
11,0.98,0.02,
12,0.78,0.09,0.13
13,1.00,,
14,0.73,0.27,
15,1.00,,
16,0.40,0.10,0.49
17,0.57,0.43,
18,0.84,0.16,
19,1.00,,
20,0.45,0.46,0.09
21,0.95,0.05,
22,0.39,0.58,0.02
23,0.64,0.31,0.04
24,1.00,,
25,0.67,0.27,0.07
26,0.11,0.41,0.48
27,1.00,,
28,0.31,0.01,0.68
29,0.95,0.04,0.01
30,0.77,0.23,0.01
31,0.40,0.32,0.28
32,0.83,0.17,
33,0.90,0.08,0.03
34,0.13,0.87,
35,1.00,,
36,0.95,0.03,0.01
37,0.22,0.14,0.64
38,0.20,0.80,
39,0.10,0.90,
40,1.00,,
41,0.94,0.06,
42,0.29,0.41,0.31
43,0.53,0.47,
44,1.00,,
45,0.58,0.04,0.38
46,0.15,0.69,0.16
47,0.66,0.17,0.17
48,0.36,0.63,0.01
49,1.00,,
50,0.82,0.18,
51,1.00,,
52,0.80,0.20,
53,0.10,0.01,0.89
54,0.99,0.01,0.00
55,0.54,0.46,
56,0.99,0.00,0.00
57,0.62,0.38,
58,1.00,,
59,0.60,0.37,0.03
60,0.39,0.58,0.03
61,0.35,0.65,
62,1.00,0.00,
63,1.00,,
64,0.92,0.08,
65,0.25,0.52,0.23
66,1.00,,
67,0.99,0.01,
68,0.22,0.48,0.30
69,1.00,,
70,0.78,0.02,0.20
71,1.00,0.00,
72,1.00,,
73,0.42,0.27,0.31
74,0.45,0.30,0.25
75,1.00,,
76,0.84,0.16,
77,0.02,0.84,0.14
78,0.99,0.01,
79,0.65,0.20,0.15
80,0.82,0.15,0.03
81,0.25,0.69,0.06
82,0.60,0.00,0.39
83,0.77,0.23,
84,1.00,,
85,1.00,,
86,0.55,0.45,
87,1.00,,
88,0.54,0.33,0.13
89,0.73,0.21,0.06
90,0.98,0.02,
91,0.86,0.14,
92,0.03,0.88,0.09
93,0.16,0.84,0.00
94,0.91,0.09,
95,0.76,0.06,0.19
96,0.67,0.32,0.02
97,0.12,0.53,0.35
98,0.16,0.36,0.48
99,0.67,0.26,0.07
100,0.20,0.45,0.35
101,1.00,,
102,0.78,0.22,0.00
103,0.71,0.29,
104,0.83,0.17,
105,0.25,0.72,0.03
106,0.69,0.13,0.18
107,0.86,0.05,0.09
108,0.25,0.58,0.17
109,0.41,0.10,0.49
110,0.20,0.25,0.55
111,0.56,0.22,0.22
112,1.00,,
113,0.34,0.53,0.12
114,0.30,0.70,0.01
115,0.97,0.00,0.03
116,0.92,0.08,
117,0.67,0.21,0.12
118,0.12,0.16,0.72
119,0.76,0.24,
120,0.74,0.15,0.10
121,0.26,0.01,0.72
122,0.93,0.07,
123,0.50,0.36,0.14
124,0.97,0.03,0.01
125,1.00,,
126,0.24,0.64,0.12
127,0.51,0.43,0.06
128,0.92,0.05,0.03
129,0.27,0.53,0.20
130,1.00,,
131,0.51,0.16,0.33
132,0.58,0.26,0.16
133,0.46,0.09,0.45
134,0.73,0.27,
135,1.00,,
136,0.24,0.47,0.28
137,0.85,0.04,0.11
138,0.87,0.13,0.00
139,1.00,,
140,0.97,0.03,0.00
141,0.67,0.33,
142,0.86,0.14,
143,0.31,0.06,0.63
144,0.95,0.05,
145,0.71,0.29,
146,0.98,0.02,
147,0.03,0.95,0.02
148,0.38,0.12,0.50
149,0.99,0.01,
150,1.00,,
151,0.21,0.65,0.14
152,0.28,0.69,0.03
153,0.30,0.65,0.05
154,0.90,0.10,
155,0.71,0.28,
156,0.73,0.16,0.11
157,0.93,0.07,
158,1.00,,
159,0.66,0.34,0.00
160,0.66,0.18,0.16
161,1.00,,
162,1.00,,
163,0.72,0.28,0.00
164,1.00,,
165,0.09,0.48,0.43
166,0.91,0.09,
167,0.96,0.04,
168,0.39,0.61,
169,1.00,,
170,0.87,0.13,
171,1.00,,
172,0.40,0.13,0.47
173,0.58,0.42,
174,0.77,0.08,0.15
175,0.88,0.12,
176,0.93,0.05,0.03
177,0.92,0.08,
178,0.10,0.71,0.19
179,0.81,0.14,0.05
180,0.97,0.03,
181,0.09,0.79,0.12
182,1.00,,
183,0.41,0.06,0.53
184,0.28,0.12,0.60
185,0.89,0.11,
186,0.75,0.25,
187,0.78,0.21,0.01
188,0.65,0.32,0.04
189,1.00,,
190,1.00,,
191,1.00,0.00,
192,0.39,0.10,0.51
193,0.63,0.26,0.11
194,0.96,0.04,
195,0.99,0.01,
196,1.00,,
197,0.52,0.48,
198,1.00,,
199,1.00,,
200,0.91,0.10,
201,0.76,0.08,0.16
202,0.20,0.71,0.09
203,0.08,0.67,0.24
204,0.07,0.89,0.04
205,0.92,0.04,0.05
206,0.91,0.10,
207,0.83,0.02,0.16
208,1.00,,
209,0.77,0.23,
210,0.65,0.33,0.02
211,0.83,0.17,
212,1.00,,
213,1.00,,
214,0.99,0.01,
215,0.60,0.33,0.06
216,1.00,0.00,
217,0.61,0.31,0.09
218,0.87,0.13,
219,0.89,0.11,
220,0.50,0.48,0.02
221,1.00,,
222,0.51,0.43,0.06
223,0.69,0.27,0.04
224,0.90,0.10,
225,0.91,0.10,
226,1.00,0.00,
227,1.00,,
228,0.84,0.15,
229,0.14,0.71,0.15
230,1.00,,
231,0.57,0.34,0.09
232,0.96,0.03,0.00
233,0.22,0.69,0.09
234,0.88,0.05,0.07
235,1.00,,
236,0.84,0.16,
237,0.68,0.27,0.05
238,1.00,,
239,1.00,,
240,0.91,0.10,
241,1.00,,
242,1.00,,
243,0.27,0.67,0.07
244,0.94,0.06,
245,1.00,,
246,0.69,0.14,0.17
247,0.56,0.42,0.03
248,0.95,0.05,
249,0.51,0.49,
250,0.96,0.04,
251,0.98,0.02,
252,0.61,0.38,0.00
253,0.08,0.50,0.42
254,0.99,0.01,0.00
255,1.00,,
256,0.68,0.32,
257,0.38,0.62,
258,0.96,0.04,
259,0.92,0.03,0.05
260,0.64,0.01,0.34
261,0.78,0.02,0.20
262,1.00,,
263,0.39,0.27,0.34
264,0.91,0.09,
265,1.00,,
266,0.74,0.08,0.18
267,1.00,,
268,0.41,0.13,0.46
269,0.97,0.03,
270,1.00,,
271,0.90,0.01,0.09
272,0.96,0.04,
273,0.68,0.31,0.01
274,0.96,0.04,
275,1.00,,
276,0.24,0.40,0.36
277,0.43,0.50,0.06
278,0.14,0.37,0.49
279,0.55,0.43,0.03
280,0.42,0.55,0.02
281,0.21,0.34,0.44
282,0.30,0.50,0.20
283,0.71,0.04,0.24
284,0.99,0.01,
285,0.93,0.07,
286,1.00,,
287,0.18,0.81,0.02
288,0.97,0.03,
289,0.65,0.35,
290,0.21,0.79,
291,0.72,0.03,0.24
292,1.00,,
293,0.16,0.81,0.03
294,0.97,0.03,
295,0.26,0.73,0.01
296,0.88,0.03,0.09
297,0.48,0.25,0.27
298,0.92,0.06,0.02
299,0.04,0.30,0.66
300,1.00,,
301,1.00,,
302,0.21,0.62,0.17
303,1.00,,
304,0.93,0.07,0.00
305,1.00,,
306,0.45,0.26,0.29
307,0.18,0.65,0.17
308,1.00,,
309,0.30,0.25,0.45
310,0.40,0.48,0.12
311,0.64,0.36,0.01
312,0.25,0.75,
313,1.00,,
314,0.03,0.97,0.00
315,0.68,0.32,0.01
316,0.98,0.02,
317,0.07,0.88,0.05
318,0.79,0.21,
319,0.76,0.24,
320,0.91,0.04,0.05
321,1.00,,
322,1.00,,
323,0.50,0.01,0.50
324,0.10,0.23,0.68
325,0.94,0.06,
326,1.00,,
327,0.34,0.66,
328,1.00,,
329,0.91,0.09,
330,1.00,,
331,0.84,0.16,
332,1.00,,
333,1.00,,
334,0.95,0.05,
335,0.76,0.20,0.04
336,1.00,,
337,1.00,,
338,0.94,0.06,
339,1.00,,
340,0.19,0.27,0.53
341,1.00,,
342,1.00,,
343,0.62,0.31,0.07
344,0.17,0.83,
345,0.38,0.30,0.32
346,0.30,0.26,0.44
347,0.36,0.58,0.06
348,0.23,0.77,
349,0.48,0.11,0.41
350,1.00,,
351,1.00,,
352,1.00,,
353,1.00,,
354,0.14,0.53,0.33
355,0.12,0.07,0.81
356,0.23,0.72,0.05
357,0.99,0.01,
358,0.12,0.59,0.29
359,0.39,0.60,0.01
360,1.00,,
361,0.24,0.70,0.07
362,1.00,,
363,1.00,,
364,0.55,0.11,0.34
365,0.65,0.15,0.21
366,1.00,,
367,0.88,0.04,0.08
368,0.72,0.25,0.03
369,0.25,0.75,
370,0.90,0.10,
371,0.95,0.05,0.01
372,1.00,,
373,0.61,0.23,0.15
374,0.74,0.23,0.03
375,0.82,0.15,0.03
376,1.00,,
377,0.88,0.10,0.02
378,1.00,,
379,1.00,,
380,0.16,0.68,0.16
381,0.41,0.59,
382,1.00,,
383,1.00,,
384,0.96,0.04,
385,1.00,,
386,0.73,0.27,0.01
387,1.00,,
388,0.90,0.10,
389,0.81,0.14,0.05
390,0.97,0.01,0.02
391,0.89,0.07,0.04
392,0.32,0.68,
393,0.80,0.20,
394,1.00,,
395,0.26,0.21,0.53
396,0.89,0.12,
397,1.00,,
398,1.00,,
399,0.41,0.51,0.08
400,1.00,,
401,0.26,0.42,0.32
402,0.87,0.13,
403,1.00,,
404,0.86,0.12,0.02
405,0.77,0.22,0.01
406,0.54,0.47,
407,0.88,0.11,0.02
408,0.90,0.04,0.06
409,0.89,0.11,
410,1.00,,
411,0.96,0.04,
412,1.00,,
413,1.00,,
414,0.27,0.35,0.37
415,1.00,0.00,
416,0.36,0.64,
417,0.96,0.04,
418,0.99,0.01,
419,0.15,0.32,0.53
420,1.00,,
421,0.76,0.22,0.02
422,0.18,0.77,0.05
423,1.00,,
424,0.96,0.04,
425,0.93,0.07,
426,0.41,0.11,0.47
427,0.44,0.53,0.03
428,0.87,0.02,0.11
429,0.88,0.12,
430,0.18,0.68,0.14
431,0.71,0.27,0.02
432,0.38,0.62,
433,1.00,,
434,0.36,0.48,0.16
435,1.00,,
436,0.97,0.03,
437,0.16,0.71,0.12
438,0.87,0.13,
439,1.00,,
440,0.84,0.14,0.01
441,0.98,0.02,
442,1.00,,
443,1.00,,
444,0.97,0.03,0.01
445,0.09,0.80,0.12
446,0.85,0.04,0.12
447,0.34,0.54,0.12
448,0.78,0.22,
449,0.44,0.01,0.54
450,0.25,0.69,0.06
451,0.72,0.28,
452,1.00,,
453,1.00,,
454,0.95,0.02,0.03
455,0.96,0.04,
456,1.00,,
457,1.00,,
458,0.17,0.42,0.41
459,0.77,0.12,0.11
460,0.69,0.31,0.00
461,0.04,0.07,0.89
462,0.92,0.06,0.02
463,0.80,0.20,0.01
464,0.54,0.16,0.30
465,0.39,0.51,0.10
466,0.15,0.23,0.62
467,1.00,,
468,1.00,,
469,1.00,,
470,0.93,0.05,0.02
471,0.98,0.02,
472,0.55,0.45,0.00
473,0.55,0.42,0.03
474,0.86,0.01,0.13
475,0.95,0.03,0.01
476,0.91,0.09,0.00
477,0.47,0.21,0.32
478,0.39,0.19,0.42
479,1.00,,
480,0.15,0.84,0.01
481,0.31,0.39,0.30
482,0.16,0.44,0.40
483,0.24,0.36,0.39
484,0.59,0.14,0.27
485,1.00,0.00,
486,0.63,0.10,0.27
487,0.91,0.08,0.01
488,0.89,0.03,0.08
489,1.00,,
490,0.91,0.09,
491,0.41,0.09,0.50
492,1.00,0.00,
493,1.00,,
494,1.00,0.00,
495,0.70,0.30,
496,0.96,0.03,0.01
497,0.90,0.09,0.00
498,1.00,,
499,0.89,0.11,0.00
500,1.00,,
