,0,1,2
0,0.18,0.80,0.01
1,0.73,0.24,0.03
2,1.00,,
3,0.57,0.19,0.24
4,0.86,0.05,0.09
5,0.49,0.48,0.03
6,0.29,0.16,0.55
7,0.38,0.62,
8,0.02,0.29,0.68
9,1.00,,
10,0.91,0.09,0.00
11,0.95,0.05,
12,0.15,0.63,0.22
13,1.00,,
14,0.70,0.28,0.02
15,0.99,0.01,
16,0.50,0.42,0.09
17,0.95,0.05,
18,0.86,0.12,0.02
19,1.00,,
20,0.04,0.39,0.57
21,0.96,0.04,
22,0.59,0.40,0.01
23,0.64,0.33,0.03
24,0.98,0.02,0.00
25,0.46,0.35,0.20
26,0.06,0.32,0.62
27,0.98,0.01,0.01
28,0.38,0.04,0.58
29,0.97,0.01,0.02
30,0.73,0.26,0.01
31,0.67,0.25,0.08
32,0.64,0.36,
33,0.01,0.99,
34,0.04,0.28,0.69
35,0.99,0.01,
36,0.98,0.02,0.00
37,0.27,0.13,0.60
38,0.36,0.64,
39,0.88,0.12,0.00
40,1.00,0.00,
41,0.95,0.05,
42,0.79,0.21,
43,0.56,0.43,0.00
44,1.00,,
45,0.45,0.53,0.03
46,0.19,0.23,0.58
47,0.37,0.20,0.43
48,0.44,0.47,0.09
49,0.99,0.01,
50,0.80,0.20,
51,1.00,,
52,0.82,0.18,0.00
53,0.72,0.21,0.07
54,0.01,0.99,
55,0.60,0.40,
56,1.00,,
57,0.91,0.09,
58,1.00,,
59,0.62,0.36,0.02
60,0.55,0.41,0.04
61,0.35,0.03,0.62
62,1.00,,
63,0.99,0.00,0.01
64,0.89,0.09,0.02
65,0.39,0.25,0.37
66,0.99,0.01,
67,1.00,,
68,0.05,0.57,0.38
69,1.00,,
70,0.79,0.20,0.01
71,0.96,0.04,
72,0.99,0.00,0.01
73,0.21,0.72,0.07
74,0.47,0.28,0.25
75,1.00,,
76,0.85,0.15,
77,1.00,,
78,0.94,0.06,
79,0.62,0.08,0.30
80,0.80,0.19,0.02
81,0.32,0.60,0.07
82,0.59,0.03,0.38
83,0.74,0.26,
84,1.00,,
85,1.00,,
86,0.63,0.37,
87,1.00,,
88,0.86,0.14,
89,0.13,0.75,0.12
90,0.98,0.02,
91,0.85,0.15,0.00
92,1.00,,
93,1.00,,
94,0.90,0.10,
95,0.73,0.25,0.02
96,0.63,0.35,0.02
97,0.23,0.37,0.40
98,0.14,0.72,0.14
99,0.30,0.70,
100,0.26,0.42,0.32
101,1.00,,
