,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,5.63,7.77,10.65,62.96,43.11,27.97,16.44,5.46
DCC_joint,,5.63,,3.38,7.66,77.42,51.56,30.16,14.30,-0.01
DCC_bivariate_loop,,7.77,3.38,,5.06,63.74,40.74,22.98,10.70,-3.25
SW_cross_validated,,10.65,7.66,5.06,,38.85,22.36,10.76,3.79,-7.52
SW_15,,62.96,77.42,63.74,38.85,,-27.90,-44.01,-40.43,-73.77
SW_30,,43.11,51.56,40.74,22.36,-27.90,,-18.28,-21.13,-48.92
SW_60,,27.97,30.16,22.98,10.76,-44.01,-18.28,,-7.50,-28.78
SW_120,,16.44,14.30,10.70,3.79,-40.43,-21.13,-7.50,,-13.95
sFC,,5.46,-0.01,-3.25,-7.52,-73.77,-48.92,-28.78,-13.95,
