,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.41,0.91,4.30,21.38,12.00,5.70,4.45,1.77
DCC_joint,,1.41,,2.40,4.13,28.39,15.49,5.97,4.03,0.53
DCC_bivariate_loop,,0.91,2.40,,5.06,20.94,12.21,6.35,5.07,2.75
SW_cross_validated,,4.30,4.13,5.06,,22.18,9.99,1.94,1.51,3.72
SW_15,,21.38,28.39,20.94,22.18,,13.69,19.00,12.20,28.41
SW_30,,12.00,15.49,12.21,9.99,13.69,,7.34,4.44,15.28
SW_60,,5.70,5.97,6.35,1.94,19.00,7.34,,0.22,5.61
SW_120,,4.45,4.03,5.07,1.51,12.20,4.44,0.22,,3.77
sFC,,1.77,0.53,2.75,3.72,28.41,15.28,5.61,3.77,
