,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,25.65,4.56,11.99,40.83,24.93,14.67,7.60,33.01
DCC_joint,,25.65,,-27.67,-8.36,19.00,-1.41,-12.94,-10.09,4.42
DCC_bivariate_loop,,4.56,-27.67,,9.80,49.04,26.91,13.15,5.10,42.61
SW_cross_validated,,11.99,-8.36,9.80,,20.52,7.53,-0.63,-2.62,11.72
SW_15,,40.83,19.00,49.04,20.52,,-21.06,-31.65,-20.16,-23.38
SW_30,,24.93,-1.41,26.91,7.53,-21.06,,-11.88,-9.40,6.60
SW_60,,14.67,-12.94,13.15,-0.63,-31.65,-11.88,,-2.51,20.99
SW_120,,7.60,-10.09,5.10,-2.62,-20.16,-9.40,-2.51,,12.79
sFC,,33.01,4.42,42.61,11.72,-23.38,6.60,20.99,12.79,
