,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.96,2.89,5.57,24.84,16.10,10.31,7.46,1.93
DCC_joint,,1.96,,1.20,4.26,26.74,16.50,9.77,6.51,0.02
DCC_bivariate_loop,,2.89,1.20,,2.68,23.80,14.33,8.11,5.13,1.14
SW_cross_validated,,5.57,4.26,2.68,,23.64,13.14,6.33,3.18,4.06
SW_15,,24.84,26.74,23.80,23.64,,9.04,14.56,16.41,25.80
SW_30,,16.10,16.50,14.33,13.14,9.04,,5.70,7.96,15.94
SW_60,,10.31,9.77,8.11,6.33,14.56,5.70,,2.48,9.45
SW_120,,7.46,6.51,5.13,3.18,16.41,7.96,2.48,,6.31
sFC,,1.93,0.02,1.14,4.06,25.80,15.94,9.45,6.31,
