,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.1914e-16,3.7181e-09,1.3760e-14,4.4081e-22,2.1397e-18,1.1298e-14,2.6277e-12,1.2048e-20
DCC_joint,,6.1914e-16,,1.1782e-12,1.2024e-05,1.6065e-17,3.4393e-09,1.2637e-02,3.1845e-06,1.1001e-11
DCC_bivariate_loop,,3.7181e-09,1.1782e-12,,3.8864e-10,5.3514e-21,2.6932e-16,7.8090e-11,2.9849e-07,6.3975e-19
SW_cross_validated,,1.3760e-14,1.2024e-05,3.8864e-10,,3.0749e-19,1.3501e-12,1.4904e-02,7.4214e-02,1.6865e-15
SW_15,,4.4081e-22,1.6065e-17,5.3514e-21,3.0749e-19,,2.5234e-14,9.9292e-18,6.7740e-18,1.2141e-16
SW_30,,2.1397e-18,3.4393e-09,2.6932e-16,1.3501e-12,2.5234e-14,,1.7744e-10,6.2347e-12,4.7038e-01
SW_60,,1.1298e-14,1.2637e-02,7.8090e-11,1.4904e-02,9.9292e-18,1.7744e-10,,9.1330e-04,1.1828e-12
SW_120,,2.6277e-12,3.1845e-06,2.9849e-07,7.4214e-02,6.7740e-18,6.2347e-12,9.1330e-04,,1.2307e-13
sFC,,1.2048e-20,1.1001e-11,6.3975e-19,1.6865e-15,1.2141e-16,4.7038e-01,1.1828e-12,1.2307e-13,
