,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.2651e-15,2.4149e-04,5.1358e-10,3.3769e-19,2.0839e-15,1.8791e-11,5.0812e-07,1.4761e-17
DCC_joint,,1.2651e-15,,3.3363e-16,1.3132e-07,2.3355e-13,1.7630e-01,1.4843e-10,7.8082e-09,3.3386e-04
DCC_bivariate_loop,,2.4149e-04,3.3363e-16,,1.2244e-08,1.2835e-20,5.4536e-16,1.1453e-10,7.5313e-05,1.5773e-19
SW_cross_validated,,5.1358e-10,1.3132e-07,1.2244e-08,,6.1816e-14,5.7851e-07,5.3480e-01,1.7369e-02,7.3592e-10
SW_15,,3.3769e-19,2.3355e-13,1.2835e-20,6.1816e-14,,3.9520e-14,3.1132e-17,8.3856e-14,6.3983e-15
SW_30,,2.0839e-15,1.7630e-01,5.4536e-16,5.7851e-07,3.9520e-14,,5.9010e-10,2.3072e-08,3.3582e-06
SW_60,,1.8791e-11,1.4843e-10,1.1453e-10,5.3480e-01,3.1132e-17,5.9010e-10,,2.1949e-02,4.1674e-14
SW_120,,5.0812e-07,7.8082e-09,7.5313e-05,1.7369e-02,8.3856e-14,2.3072e-08,2.1949e-02,,1.7850e-10
sFC,,1.4761e-17,3.3386e-04,1.5773e-19,7.3592e-10,6.3983e-15,3.3582e-06,4.1674e-14,1.7850e-10,
