,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.9723,0.0767,0.0093,0.0000,0.0000,0.0013,0.0102,0.3038
SVWP,0.9723,,0.0652,0.0072,0.0000,0.0000,0.0009,0.0082,0.2661
DCC_joint,0.0767,0.0652,,0.3080,0.0000,0.0008,0.0711,0.2758,0.2056
SW_cross_validated,0.0093,0.0072,0.3080,,0.0000,0.0091,0.4075,0.8867,0.0164
SW_15,0.0000,0.0000,0.0000,0.0000,,0.0012,0.0000,0.0000,0.0000
SW_30,0.0000,0.0000,0.0008,0.0091,0.0012,,0.0496,0.0199,0.0000
SW_60,0.0013,0.0009,0.0711,0.4075,0.0000,0.0496,,0.5293,0.0012
SW_120,0.0102,0.0082,0.2758,0.8867,0.0000,0.0199,0.5293,,0.0196
sFC,0.3038,0.2661,0.2056,0.0164,0.0000,0.0000,0.0012,0.0196,
