,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.18,0.23,1.35,0.89,1.25,1.18,1.04,1.41
SVWP,0.18,,0.54,1.83,1.29,1.70,1.11,0.95,1.38
DCC_joint,0.23,0.54,,2.81,1.61,2.47,4.30,4.02,6.48
SW_cross_validated,1.35,1.83,2.81,,0.90,0.19,6.07,5.87,7.56
SW_15,0.89,1.29,1.61,0.90,,0.69,4.74,4.51,5.90
SW_30,1.25,1.70,2.47,0.19,0.69,,5.62,5.41,6.93
SW_60,1.18,1.11,4.30,6.07,4.74,5.62,,0.45,0.74
SW_120,1.04,0.95,4.02,5.87,4.51,5.41,0.45,,1.39
sFC,1.41,1.38,6.48,7.56,5.90,6.93,0.74,1.39,
