,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,9.1579e-01,1.6652e-01,1.2534e-01,2.4825e-03,5.0887e-01,3.1506e-02,6.7211e-06,4.5392e-18
SVWP,9.1579e-01,,2.1201e-01,1.6320e-01,3.6162e-03,5.8777e-01,4.5983e-02,1.1060e-05,8.7312e-18
DCC_joint,1.6652e-01,2.1201e-01,,8.6914e-01,2.5184e-02,4.6828e-01,3.9683e-01,3.2253e-05,1.8101e-19
SW_cross_validated,1.2534e-01,1.6320e-01,8.6914e-01,,3.1813e-02,3.7835e-01,4.9553e-01,3.7219e-05,1.0508e-19
SW_15,2.4825e-03,3.6162e-03,2.5184e-02,3.1813e-02,,8.9015e-03,6.4782e-02,2.2638e-02,3.0424e-17
SW_30,5.0887e-01,5.8777e-01,4.6828e-01,3.7835e-01,8.9015e-03,,1.2802e-01,1.9701e-05,2.5459e-18
SW_60,3.1506e-02,4.5983e-02,3.9683e-01,4.9553e-01,6.4782e-02,1.2802e-01,,3.5550e-05,8.3507e-22
SW_120,6.7211e-06,1.1060e-05,3.2253e-05,3.7219e-05,2.2638e-02,1.9701e-05,3.5550e-05,,6.5911e-18
sFC,4.5392e-18,8.7312e-18,1.8101e-19,1.0508e-19,3.0424e-17,2.5459e-18,8.3507e-22,6.5911e-18,
