,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.9756,0.4767,0.0170,0.0000,0.0137,0.0001,0.0016,0.4469
SVWP,0.9756,,0.4999,0.0177,0.0000,0.0138,0.0001,0.0017,0.4779
DCC_joint,0.4767,0.4999,,0.0081,0.0000,0.0070,0.0001,0.0010,0.9095
SW_cross_validated,0.0170,0.0177,0.0081,,0.0037,0.3601,0.0558,0.3566,0.0026
SW_15,0.0000,0.0000,0.0000,0.0037,,0.0870,0.0769,0.0158,0.0000
SW_30,0.0137,0.0138,0.0070,0.3601,0.0870,,0.6674,0.7688,0.0044
SW_60,0.0001,0.0001,0.0001,0.0558,0.0769,0.6674,,0.2823,0.0000
SW_120,0.0016,0.0017,0.0010,0.3566,0.0158,0.7688,0.2823,,0.0002
sFC,0.4469,0.4779,0.9095,0.0026,0.0000,0.0044,0.0000,0.0002,
