,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.02,1.85,0.37,5.80,2.05,0.50,0.31,3.25
DCC_joint,,2.02,,0.26,2.33,15.88,6.92,2.07,2.47,2.47
DCC_bivariate_loop,,1.85,0.26,,2.18,14.69,6.43,1.82,2.30,2.58
SW_cross_validated,,0.37,2.33,2.18,,4.78,1.44,0.93,0.09,3.47
SW_15,,5.80,15.88,14.69,4.78,,5.85,9.10,5.44,16.78
SW_30,,2.05,6.92,6.43,1.44,5.85,,3.53,1.70,8.50
SW_60,,0.50,2.07,1.82,0.93,9.10,3.53,,0.90,3.78
SW_120,,0.31,2.47,2.30,0.09,5.44,1.70,0.90,,3.73
sFC,,3.25,2.47,2.58,3.47,16.78,8.50,3.78,3.73,
