,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.4926e-02,3.6655e-02,7.2137e-04,8.4814e-12,5.1631e-09,1.0908e-05,1.5493e-03,6.8090e-05
DCC_joint,,4.4926e-02,,8.2593e-01,1.3074e-03,4.3231e-18,5.4853e-14,3.1143e-08,3.3315e-03,7.2949e-10
DCC_bivariate_loop,,3.6655e-02,8.2593e-01,,1.9265e-03,4.6287e-18,6.4337e-14,4.4658e-08,5.2271e-03,5.8423e-10
SW_cross_validated,,7.2137e-04,1.3074e-03,1.9265e-03,,2.4833e-14,1.0757e-09,6.3819e-03,3.8348e-01,8.5941e-11
SW_15,,8.4814e-12,4.3231e-18,4.6287e-18,2.4833e-14,,5.3446e-13,7.3142e-17,1.9542e-16,1.1676e-17
SW_30,,5.1631e-09,5.4853e-14,6.4337e-14,1.0757e-09,5.3446e-13,,1.7767e-10,8.7811e-12,1.8040e-15
SW_60,,1.0908e-05,3.1143e-08,4.4658e-08,6.3819e-03,7.3142e-17,1.7767e-10,,1.0836e-04,5.3603e-13
SW_120,,1.5493e-03,3.3315e-03,5.2271e-03,3.8348e-01,1.9542e-16,8.7811e-12,1.0836e-04,,5.2111e-11
sFC,,6.8090e-05,7.2949e-10,5.8423e-10,8.5941e-11,1.1676e-17,1.8040e-15,5.3603e-13,5.2111e-11,
