,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.60,0.55,0.04,4.58,1.88,0.29,0.14,3.23
DCC_joint,,0.60,,0.11,0.71,9.53,4.51,1.36,0.48,5.98
DCC_bivariate_loop,,0.55,0.11,,0.64,9.55,4.46,1.28,0.42,5.94
SW_cross_validated,,0.04,0.71,0.64,,5.93,2.46,0.42,0.12,4.01
SW_15,,4.58,9.53,9.55,5.93,,4.84,6.23,5.29,1.55
SW_30,,1.88,4.51,4.46,2.46,4.84,,2.27,2.28,2.32
SW_60,,0.29,1.36,1.28,0.42,6.23,2.27,,0.50,3.97
SW_120,,0.14,0.48,0.42,0.12,5.29,2.28,0.50,,3.71
sFC,,3.23,5.98,5.94,4.01,1.55,2.32,3.97,3.71,
