,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.13,0.08,0.94,4.07,2.34,1.13,0.59,1.99
DCC_joint,,0.13,,0.13,1.60,13.43,6.34,3.03,1.88,5.79
DCC_bivariate_loop,,0.08,0.13,,1.54,12.78,6.09,2.86,1.72,5.71
SW_cross_validated,,0.94,1.60,1.54,,3.61,1.48,0.01,0.67,3.91
SW_15,,4.07,13.43,12.78,3.61,,4.20,6.82,8.99,19.26
SW_30,,2.34,6.34,6.09,1.48,4.20,,2.51,3.93,10.95
SW_60,,1.13,3.03,2.86,0.01,6.82,2.51,,1.17,7.33
SW_120,,0.59,1.88,1.72,0.67,8.99,3.93,1.17,,6.62
sFC,,1.99,5.79,5.71,3.91,19.26,10.95,7.33,6.62,
