,0,1,2,3
100206,99.0,71.0,189.0,137.0
100610,81.0,155.0,75.0,105.0
101006,93.0,149.0,105.0,95.0
101107,119.0,73.0,173.0,79.0
101309,95.0,83.0,91.0,95.0
101915,85.0,113.0,89.0,99.0
102008,173.0,77.0,79.0,65.0
102109,95.0,77.0,75.0,87.0
102311,99.0,173.0,67.0,67.0
102513,85.0,235.0,231.0,227.0
102614,109.0,101.0,123.0,119.0
102715,101.0,95.0,115.0,97.0
103010,65.0,83.0,101.0,219.0
103111,93.0,75.0,115.0,115.0
103212,209.0,99.0,83.0,143.0
104012,101.0,107.0,103.0,107.0
104416,89.0,147.0,81.0,79.0
104820,69.0,81.0,85.0,55.0
105014,133.0,177.0,77.0,87.0
105620,89.0,113.0,83.0,95.0
105923,113.0,85.0,115.0,87.0
106016,111.0,131.0,177.0,121.0
106521,95.0,97.0,79.0,83.0
106824,101.0,91.0,99.0,73.0
107018,235.0,73.0,95.0,101.0
107321,77.0,125.0,149.0,77.0
107422,77.0,69.0,73.0,69.0
107725,211.0,91.0,241.0,215.0
108020,91.0,113.0,199.0,149.0
108121,91.0,79.0,137.0,105.0
108222,79.0,79.0,81.0,97.0
108323,95.0,81.0,83.0,75.0
108525,79.0,81.0,67.0,99.0
108828,89.0,91.0,95.0,99.0
109123,99.0,93.0,93.0,75.0
109325,113.0,159.0,81.0,87.0
109830,141.0,113.0,177.0,189.0
110007,151.0,169.0,133.0,191.0
110613,59.0,99.0,73.0,93.0
111211,103.0,99.0,79.0,115.0
111413,79.0,115.0,83.0,247.0
111716,91.0,129.0,77.0,83.0
112112,93.0,83.0,99.0,77.0
112314,101.0,69.0,71.0,69.0
112516,93.0,79.0,97.0,101.0
112920,91.0,117.0,69.0,81.0
113316,101.0,83.0,81.0,167.0
113922,141.0,153.0,79.0,75.0
114217,79.0,93.0,99.0,103.0
114318,83.0,67.0,71.0,71.0
114419,81.0,85.0,117.0,91.0
114621,77.0,113.0,111.0,133.0
114823,123.0,109.0,85.0,185.0
115017,139.0,235.0,135.0,109.0
115219,99.0,71.0,73.0,77.0
115724,163.0,235.0,143.0,197.0
115825,99.0,83.0,95.0,89.0
116524,129.0,133.0,107.0,69.0
116726,115.0,93.0,93.0,131.0
117021,75.0,67.0,69.0,81.0
117930,149.0,107.0,111.0,101.0
118023,99.0,93.0,77.0,69.0
118124,169.0,159.0,169.0,121.0
118225,99.0,109.0,147.0,101.0
118528,69.0,83.0,93.0,83.0
118831,87.0,111.0,89.0,91.0
119025,103.0,87.0,89.0,81.0
119126,87.0,107.0,129.0,111.0
120414,85.0,99.0,105.0,75.0
120515,103.0,173.0,171.0,187.0
120717,117.0,107.0,189.0,173.0
121416,63.0,63.0,119.0,85.0
121618,89.0,109.0,111.0,91.0
121921,85.0,97.0,105.0,81.0
122317,91.0,149.0,121.0,83.0
122620,81.0,117.0,79.0,95.0
122822,105.0,187.0,97.0,77.0
123420,155.0,133.0,91.0,67.0
123521,73.0,95.0,81.0,83.0
123723,95.0,99.0,95.0,133.0
123824,77.0,85.0,91.0,111.0
123925,121.0,81.0,67.0,57.0
124220,75.0,85.0,149.0,209.0
124624,101.0,67.0,65.0,69.0
124826,159.0,127.0,123.0,95.0
125222,57.0,73.0,115.0,79.0
125424,91.0,175.0,93.0,83.0
126426,73.0,175.0,151.0,249.0
126628,103.0,171.0,75.0,81.0
127226,61.0,85.0,121.0,133.0
127327,135.0,129.0,213.0,207.0
127630,153.0,121.0,89.0,89.0
127731,99.0,113.0,87.0,83.0
127832,67.0,83.0,89.0,83.0
128026,73.0,113.0,69.0,83.0
128127,99.0,105.0,85.0,89.0
128935,187.0,109.0,181.0,209.0
129129,101.0,155.0,129.0,229.0
129331,249.0,117.0,93.0,105.0
129634,79.0,73.0,87.0,79.0
130114,121.0,71.0,133.0,119.0
130316,77.0,85.0,71.0,129.0
130417,107.0,91.0,83.0,79.0
130518,93.0,91.0,163.0,123.0
130619,71.0,85.0,71.0,117.0
130720,75.0,103.0,75.0,79.0
130821,133.0,171.0,63.0,109.0
131217,87.0,91.0,121.0,91.0
131419,93.0,99.0,85.0,147.0
131722,85.0,89.0,143.0,245.0
131823,97.0,77.0,69.0,81.0
132017,65.0,87.0,97.0,63.0
132118,103.0,121.0,115.0,171.0
133019,81.0,103.0,69.0,71.0
134021,249.0,205.0,105.0,75.0
134223,103.0,87.0,119.0,103.0
134425,85.0,111.0,69.0,91.0
134627,121.0,113.0,87.0,129.0
134728,127.0,133.0,73.0,81.0
134829,63.0,77.0,219.0,85.0
135124,95.0,77.0,109.0,79.0
135225,139.0,81.0,73.0,105.0
135528,95.0,135.0,127.0,213.0
135629,103.0,81.0,135.0,97.0
135730,73.0,77.0,69.0,83.0
136126,79.0,73.0,71.0,79.0
136227,121.0,141.0,87.0,143.0
136631,103.0,107.0,151.0,107.0
136732,131.0,117.0,99.0,87.0
137027,79.0,101.0,77.0,119.0
137229,105.0,211.0,87.0,99.0
137431,67.0,91.0,117.0,107.0
137532,57.0,93.0,145.0,77.0
137633,147.0,83.0,117.0,137.0
137936,59.0,121.0,55.0,57.0
138130,97.0,89.0,119.0,93.0
138332,89.0,111.0,77.0,75.0
138837,65.0,69.0,71.0,69.0
139233,113.0,89.0,139.0,79.0
139435,89.0,157.0,89.0,85.0
139839,73.0,125.0,129.0,93.0
140117,107.0,173.0,145.0,115.0
140319,115.0,75.0,131.0,145.0
140824,57.0,87.0,127.0,81.0
140925,75.0,75.0,73.0,83.0
141119,79.0,71.0,91.0,69.0
141422,189.0,123.0,191.0,91.0
141826,119.0,113.0,99.0,55.0
143224,159.0,79.0,195.0,99.0
143426,75.0,125.0,67.0,107.0
143830,83.0,89.0,87.0,77.0
144125,77.0,95.0,87.0,107.0
144731,117.0,181.0,83.0,87.0
144832,145.0,183.0,105.0,155.0
144933,87.0,123.0,131.0,169.0
145127,103.0,161.0,87.0,129.0
145632,249.0,103.0,79.0,103.0
145834,83.0,171.0,119.0,143.0
146129,85.0,95.0,91.0,87.0
146331,141.0,169.0,117.0,127.0
146432,81.0,91.0,91.0,67.0
146533,95.0,85.0,105.0,165.0
146735,145.0,225.0,85.0,139.0
146836,99.0,75.0,121.0,87.0
146937,151.0,147.0,87.0,75.0
147030,223.0,199.0,163.0,93.0
147636,111.0,93.0,79.0,107.0
147737,91.0,97.0,119.0,77.0
148133,169.0,83.0,87.0,93.0
148335,249.0,183.0,113.0,139.0
148436,93.0,107.0,97.0,123.0
148840,169.0,91.0,85.0,107.0
148941,99.0,89.0,113.0,153.0
149236,91.0,81.0,85.0,95.0
149741,213.0,81.0,119.0,89.0
149842,97.0,165.0,113.0,101.0
