,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.29,2.17,14.18,10.63,7.29,4.26,0.17
DCC_bivariate_loop,,,0.29,,1.79,13.26,9.80,6.60,3.78,-0.12
SW_cross_validated,,,2.17,1.79,,11.91,8.26,4.91,2.07,-1.96
SW_15,,,14.18,13.26,11.91,,-4.27,-7.79,-9.84,-13.74
SW_30,,,10.63,9.80,8.26,-4.27,,-3.67,-6.08,-10.23
SW_60,,,7.29,6.60,4.91,-7.79,-3.67,,-2.70,-6.95
SW_120,,,4.26,3.78,2.07,-9.84,-6.08,-2.70,,-4.01
sFC,,,0.17,-0.12,-1.96,-13.74,-10.23,-6.95,-4.01,
