,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.13,0.97,6.34,4.76,3.26,1.91,0.08
DCC_bivariate_loop,,,0.13,,0.80,5.93,4.38,2.95,1.69,0.05
SW_cross_validated,,,0.97,0.80,,5.32,3.69,2.20,0.92,0.88
SW_15,,,6.34,5.93,5.32,,1.91,3.49,4.40,6.15
SW_30,,,4.76,4.38,3.69,1.91,,1.64,2.72,4.57
SW_60,,,3.26,2.95,2.20,3.49,1.64,,1.21,3.11
SW_120,,,1.91,1.69,0.92,4.40,2.72,1.21,,1.79
sFC,,,0.08,0.05,0.88,6.15,4.57,3.11,1.79,
