,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,8.22,6.44,5.08,8.16,10.52,2.17,0.13
DCC_bivariate_loop,,,8.22,,9.88,0.49,1.44,1.10,6.64,8.21
SW_cross_validated,,,6.44,9.88,,6.34,9.51,12.23,5.71,6.69
SW_15,,,5.08,0.49,6.34,,1.69,1.39,4.22,5.07
SW_30,,,8.16,1.44,9.51,1.69,,0.56,7.04,8.16
SW_60,,,10.52,1.10,12.23,1.39,0.56,,8.60,10.52
SW_120,,,2.17,6.64,5.71,4.22,7.04,8.60,,2.15
sFC,,,0.13,8.21,6.69,5.07,8.16,10.52,2.15,
