,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.41,15.64,23.11,15.61,9.65,12.58,-2.16
DCC_bivariate_loop,,,0.41,,14.93,22.67,15.20,9.32,11.95,-2.65
SW_cross_validated,,,15.64,14.93,,14.44,6.03,0.61,-2.87,-25.52
SW_15,,,23.11,22.67,14.44,,-6.62,-9.86,-15.69,-27.46
SW_30,,,15.61,15.20,6.03,-6.62,,-3.77,-7.52,-19.15
SW_60,,,9.65,9.32,0.61,-9.86,-3.77,,-2.06,-11.94
SW_120,,,12.58,11.95,-2.87,-15.69,-7.52,-2.06,,-19.92
sFC,,,-2.16,-2.65,-25.52,-27.46,-19.15,-11.94,-19.92,
