,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,6.8349e-01,6.4007e-12,7.8253e-15,6.6199e-12,1.5315e-08,2.3632e-10,4.4368e-02
DCC_bivariate_loop,,,6.8349e-01,,1.3927e-11,1.0985e-14,1.0381e-11,2.6095e-08,5.3844e-10,1.6417e-02
SW_cross_validated,,,6.4007e-12,1.3927e-11,,2.4306e-11,1.0702e-05,5.4944e-01,1.0243e-02,1.3780e-15
SW_15,,,7.8253e-15,1.0985e-14,2.4306e-11,,3.2225e-06,1.1111e-08,6.0327e-12,3.8214e-16
SW_30,,,6.6199e-12,1.0381e-11,1.0702e-05,3.2225e-06,,1.3893e-03,5.8116e-07,2.0380e-13
SW_60,,,1.5315e-08,2.6095e-08,5.4944e-01,1.1111e-08,1.3893e-03,,5.3652e-02,5.4682e-10
SW_120,,,2.3632e-10,5.3844e-10,1.0243e-02,6.0327e-12,5.8116e-07,5.3652e-02,,1.0358e-13
sFC,,,4.4368e-02,1.6417e-02,1.3780e-15,3.8214e-16,2.0380e-13,5.4682e-10,1.0358e-13,
