,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,1.80,2.27,4.81,1.49,1.59,2.55,0.09
DCC_bivariate_loop,,,1.80,,3.08,5.26,2.09,2.17,3.04,1.73
SW_cross_validated,,,2.27,3.08,,3.17,0.24,0.37,1.39,2.30
SW_15,,,4.81,5.26,3.17,,2.31,2.15,1.12,4.83
SW_30,,,1.49,2.09,0.24,2.31,,0.11,0.98,1.51
SW_60,,,1.59,2.17,0.37,2.15,0.11,,0.86,1.61
SW_120,,,2.55,3.04,1.39,1.12,0.98,0.86,,2.57
sFC,,,0.09,1.73,2.30,4.83,1.51,1.61,2.57,
