,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,-7.95,42.19,98.44,55.17,52.14,27.65,-0.69
DCC_bivariate_loop,,,-7.95,,44.26,93.36,55.17,52.20,30.65,7.50
SW_cross_validated,,,42.19,44.26,,38.31,3.96,-0.49,-0.47,-43.12
SW_15,,,98.44,93.36,38.31,,-39.17,-45.92,-27.67,-100.40
SW_30,,,55.17,55.17,3.96,-39.17,,-5.28,-3.28,-56.57
SW_60,,,52.14,52.20,-0.49,-45.92,-5.28,,-0.16,-53.62
SW_120,,,27.65,30.65,-0.47,-27.67,-3.28,-0.16,,-28.10
sFC,,,-0.69,7.50,-43.12,-100.40,-56.57,-53.62,-28.10,
