,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,43,47,25,27,21,21,49,31,29,23,33
1,43,49,23,23,21,21,43,33,29,27,29
2,49,47,23,21,21,21,49,21,33,39,23
3,43,21,21,23,21,49,49,23,23,47,31
4,49,21,35,21,21,49,49,41,39,21,49
5,33,31,43,23,21,49,49,21,33,37,39
6,49,25,33,23,33,21,49,49,21,47,49
7,45,25,31,21,21,21,47,49,25,49,39
8,49,37,29,21,21,21,49,21,45,49,29
9,43,41,21,21,21,49,41,49,21,21,45
