,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,167,165,63,57,25,33,21,43,67,107,91
1,177,63,59,41,25,25,23,27,45,173,93
2,99,103,41,27,25,23,25,39,31,69,139
3,139,179,83,29,29,27,27,53,37,111,39
4,163,179,41,47,27,21,21,35,65,145,93
5,155,135,37,45,29,27,21,41,35,33,133
6,139,113,59,35,37,39,23,55,41,173,109
7,177,115,49,39,25,29,21,61,29,177,33
8,175,159,57,43,37,43,21,45,63,59,101
9,175,149,65,35,43,25,27,41,53,79,67
