,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.05,0.37,1.57,7.79,4.61,2.95,2.20,0.22
DCC_joint,,0.05,,0.48,1.85,10.56,5.72,3.57,2.64,0.32
DCC_bivariate_loop,,0.37,0.48,,1.18,6.88,4.00,2.46,1.75,0.19
SW_cross_validated,,1.57,1.85,1.18,,4.86,2.44,1.09,0.45,1.47
SW_15,,7.79,10.56,6.88,4.86,,2.78,4.14,4.82,8.45
SW_30,,4.61,5.72,4.00,2.44,2.78,,1.44,2.13,4.77
SW_60,,2.95,3.57,2.46,1.09,4.14,1.44,,0.68,2.95
SW_120,,2.20,2.64,1.75,0.45,4.82,2.13,0.68,,2.14
sFC,,0.22,0.32,0.19,1.47,8.45,4.77,2.95,2.14,
