,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.54,0.13,0.61,3.63,1.59,0.89,1.38,0.74
DCC_joint,,0.54,,0.20,0.96,4.23,1.98,1.26,1.70,0.32
DCC_bivariate_loop,,0.13,0.20,,0.62,3.21,1.48,0.87,1.31,0.35
SW_cross_validated,,0.61,0.96,0.62,,2.42,0.85,0.24,0.73,1.08
SW_15,,3.63,4.23,3.21,2.42,,1.45,2.15,1.42,4.29
SW_30,,1.59,1.98,1.48,0.85,1.45,,0.61,0.06,2.07
SW_60,,0.89,1.26,0.87,0.24,2.15,0.61,,0.51,1.37
SW_120,,1.38,1.70,1.31,0.73,1.42,0.06,0.51,,1.79
sFC,,0.74,0.32,0.35,1.08,4.29,2.07,1.37,1.79,
