,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.09,1.16,2.19,11.86,5.73,3.95,2.44,1.09
DCC_joint,,1.09,,0.05,0.61,7.38,3.64,2.14,1.22,0.15
DCC_bivariate_loop,,1.16,0.05,,0.57,7.52,3.65,2.12,1.19,0.21
SW_cross_validated,,2.19,0.61,0.57,,9.91,3.90,2.00,0.86,0.91
SW_15,,11.86,7.38,7.52,9.91,,3.83,6.38,5.38,9.43
SW_30,,5.73,3.64,3.65,3.90,3.83,,1.83,2.13,4.38
SW_60,,3.95,2.14,2.12,2.00,6.38,1.83,,0.67,2.66
SW_120,,2.44,1.22,1.19,0.86,5.38,2.13,0.67,,1.50
sFC,,1.09,0.15,0.21,0.91,9.43,4.38,2.66,1.50,
