,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.9245e-12,1.5880e-01,4.4765e-02,3.6710e-01,9.0742e-04,6.3007e-05,2.9396e-01,4.2078e-27
DCC_joint,,1.9245e-12,,4.3757e-11,1.3390e-11,1.7357e-11,1.0630e-12,2.8634e-13,1.2077e-12,1.0605e-14
DCC_bivariate_loop,,1.5880e-01,4.3757e-11,,8.4212e-01,6.1253e-01,3.9357e-04,7.1129e-05,4.2595e-02,4.1114e-22
SW_cross_validated,,4.4765e-02,1.3390e-11,8.4212e-01,,4.2294e-01,5.6968e-05,4.5022e-06,6.8072e-03,1.1464e-24
SW_15,,3.6710e-01,1.7357e-11,6.1253e-01,4.2294e-01,,7.6962e-04,1.2488e-04,1.0701e-01,5.6222e-23
SW_30,,9.0742e-04,1.0630e-12,3.9357e-04,5.6968e-05,7.6962e-04,,8.1114e-01,4.8086e-03,5.0074e-23
SW_60,,6.3007e-05,2.8634e-13,7.1129e-05,4.5022e-06,1.2488e-04,8.1114e-01,,4.8301e-04,3.4455e-25
SW_120,,2.9396e-01,1.2077e-12,4.2595e-02,6.8072e-03,1.0701e-01,4.8086e-03,4.8301e-04,,4.7889e-27
sFC,,4.2078e-27,1.0605e-14,4.1114e-22,1.1464e-24,5.6222e-23,5.0074e-23,3.4455e-25,4.7889e-27,
