,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,5.2311e-17,1.3271e-06,3.0429e-07,1.8480e-04,8.4394e-01,8.0408e-03,1.0420e-16,6.9623e-19
DCC_joint,,5.2311e-17,,4.9239e-14,1.2578e-02,1.4257e-19,1.6237e-20,6.2904e-19,1.2582e-05,9.8036e-10
DCC_bivariate_loop,,1.3271e-06,4.9239e-14,,1.8530e-04,3.6219e-04,4.7891e-08,2.7923e-05,2.3013e-13,2.8456e-16
SW_cross_validated,,3.0429e-07,1.2578e-02,1.8530e-04,,4.0492e-06,1.6012e-07,1.5384e-06,9.8502e-02,2.3218e-04
SW_15,,1.8480e-04,1.4257e-19,3.6219e-04,4.0492e-06,,5.2775e-07,4.2885e-02,4.3137e-20,2.2554e-23
SW_30,,8.4394e-01,1.6237e-20,4.7891e-08,1.6012e-07,5.2775e-07,,2.2861e-04,5.0505e-21,8.4447e-24
SW_60,,8.0408e-03,6.2904e-19,2.7923e-05,1.5384e-06,4.2885e-02,2.2861e-04,,4.2854e-19,6.8095e-22
SW_120,,1.0420e-16,1.2582e-05,2.3013e-13,9.8502e-02,4.3137e-20,5.0505e-21,4.2854e-19,,8.1547e-17
sFC,,6.9623e-19,9.8036e-10,2.8456e-16,2.3218e-04,2.2554e-23,8.4447e-24,6.8095e-22,8.1547e-17,
