,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,0.0000,0.0001,0.0000,0.0000,0.0000,1.,1.
DCC_joint,nan,-0.3188,-,0.0000,0.0004,0.0000,0.0000,0.0000,1.,1.
DCC_bivariate_loop,nan,11.3503,10.9936,-,0.0000,1.,0.0814,0.1569,0.0000,0.0000
SW_cross_validated,nan,-6.5255,-5.954,-13.5484,-,0.0000,0.0000,0.0000,0.3743,0.0002
SW_15,nan,9.691,9.4516,-0.7095,12.2134,-,0.0236,0.0498,0.0000,0.0000
SW_30,nan,14.8744,14.4596,3.5551,16.4866,4.1109,-,1.,0.0000,0.0000
SW_60,nan,12.4967,12.2871,3.259,14.5457,3.7756,0.0938,-,0.0000,0.0000
SW_120,nan,-1.3875,-1.2044,-8.7437,2.8604,-7.8252,-11.6031,-10.5804,-,1.
sFC,nan,-0.7877,-0.2722,-11.8159,6.2976,-10.0955,-15.3215,-12.8241,1.1439,-
