,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,24.72,78.07,236.90,216.47,98.62,38.69,13.01
DCC_bivariate_loop,,,24.72,,51.15,218.84,192.20,84.04,31.45,-9.15
SW_cross_validated,,,78.07,51.15,,189.43,153.88,56.40,16.90,-55.51
SW_15,,,236.90,218.84,189.43,,-67.44,-89.78,-63.83,-215.68
SW_30,,,216.47,192.20,153.88,-67.44,,-41.90,-34.22,-186.54
SW_60,,,98.62,84.04,56.40,-89.78,-41.90,,-10.97,-86.80
SW_120,,,38.69,31.45,16.90,-63.83,-34.22,-10.97,,-34.12
sFC,,,13.01,-9.15,-55.51,-215.68,-186.54,-86.80,-34.12,
