,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,11.05,34.91,105.94,96.81,44.11,17.30,5.82
DCC_bivariate_loop,,,11.05,,22.87,97.87,85.95,37.58,14.07,4.09
SW_cross_validated,,,34.91,22.87,,84.72,68.82,25.22,7.56,24.82
SW_15,,,105.94,97.87,84.72,,30.16,40.15,28.54,96.46
SW_30,,,96.81,85.95,68.82,30.16,,18.74,15.30,83.42
SW_60,,,44.11,37.58,25.22,40.15,18.74,,4.90,38.82
SW_120,,,17.30,14.07,7.56,28.54,15.30,4.90,,15.26
sFC,,,5.82,4.09,24.82,96.46,83.42,38.82,15.26,
