,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,43,45,75,67,27,99,99,91
1,55,99,73,37,59,45,35,63
2,85,23,43,51,35,31,55,81
3,89,49,29,23,51,97,47,63
4,39,91,63,63,55,49,41,87
5,49,67,91,45,45,43,79,95
6,39,97,41,55,25,99,27,85
7,27,37,91,47,21,91,25,55
8,73,37,53,65,29,63,45,43
9,33,23,99,37,41,45,65,45
10,87,83,39,51,41,31,61,51
11,75,43,43,33,31,49,61,59
12,53,73,69,43,27,25,71,81
13,99,83,23,51,37,63,97,99
14,51,21,47,57,35,99,89,67
15,29,81,93,35,31,41,87,89
16,29,67,71,35,33,39,67,27
17,99,37,39,33,31,97,89,31
18,61,79,93,51,31,51,27,73
19,21,41,93,21,47,21,25,85
20,87,97,57,73,21,35,91,33
21,37,97,33,49,39,67,51,95
22,77,95,57,23,65,37,83,31
23,59,83,63,67,31,37,59,61
24,21,79,83,37,37,23,31,97
25,31,99,21,27,39,41,43,27
26,99,99,33,31,33,99,35,73
27,91,97,45,51,31,99,81,35
28,93,99,89,49,43,25,45,41
29,21,51,35,35,31,41,31,91
30,43,73,37,43,47,59,59,33
31,25,73,97,31,75,45,69,73
32,21,21,33,27,53,47,21,29
33,73,37,37,25,21,35,57,55
34,53,99,99,27,27,29,65,51
35,39,31,49,51,31,45,47,97
36,85,79,79,23,41,45,59,85
37,43,41,43,57,31,77,27,49
38,27,31,45,31,37,21,81,99
39,61,71,41,51,99,23,41,67
40,25,97,37,39,45,23,35,79
41,35,43,41,35,31,25,49,87
42,27,33,55,71,35,25,77,83
43,87,93,27,71,45,93,89,35
44,59,47,71,73,49,29,23,27
45,99,83,27,41,43,21,39,87
46,39,55,93,27,23,61,69,41
47,69,39,73,35,51,33,87,31
48,73,51,89,55,41,35,57,77
49,69,31,95,21,53,43,69,57
50,77,73,75,59,37,21,63,33
51,77,73,99,51,29,45,59,43
52,85,61,37,23,29,43,21,97
53,99,67,53,31,25,47,97,95
54,41,43,77,35,31,33,91,53
55,91,27,35,49,29,25,97,69
56,81,85,21,61,59,23,37,93
57,99,95,47,21,37,41,33,61
58,35,35,83,33,29,25,33,41
59,65,93,89,29,33,37,37,37
60,41,73,45,57,27,57,83,31
61,61,41,29,31,89,59,31,57
62,89,21,57,47,33,41,59,57
63,63,23,59,63,39,39,23,51
64,67,91,73,73,47,71,43,39
65,99,85,93,99,35,71,45,99
66,95,93,73,33,25,53,57,99
67,79,75,97,45,31,27,79,77
68,93,95,77,55,29,99,97,85
69,73,39,33,23,27,71,89,47
70,93,53,55,25,39,41,47,93
71,99,67,99,47,25,25,27,35
72,77,57,41,79,35,41,73,33
73,41,29,49,27,29,49,71,87
74,25,35,41,65,39,43,33,39
75,97,61,99,21,23,43,81,61
76,59,23,49,39,45,97,23,73
77,55,39,49,31,43,99,85,45
78,69,35,47,63,33,99,29,63
79,61,23,47,45,41,63,61,23
80,57,65,95,39,43,43,45,77
81,77,73,87,47,53,97,39,63
82,93,89,31,39,39,99,25,61
83,99,41,85,65,49,41,29,55
84,41,59,43,49,37,23,49,57
85,37,27,61,31,27,99,31,89
86,67,75,81,57,31,23,67,21
87,99,51,71,27,33,83,35,91
88,73,63,55,41,33,57,53,29
89,99,99,47,33,41,45,63,45
90,97,43,69,27,29,41,59,37
91,63,77,49,45,21,29,35,29
92,33,93,93,51,25,99,61,39
93,43,77,53,43,39,49,41,33
94,71,59,33,39,23,29,39,97
95,51,99,99,23,41,31,51,25
96,99,77,29,95,23,27,23,87
97,99,53,25,21,45,91,61,41
98,35,37,27,43,45,29,39,29
99,71,47,83,21,47,23,77,39
100,87,69,21,25,61,29,79,97
101,59,37,65,33,85,57,47,97
102,73,53,31,87,27,69,87,59
103,85,25,35,27,23,21,21,47
104,31,43,39,37,31,25,27,93
105,25,29,63,25,25,33,97,49
106,51,95,39,33,41,27,29,71
107,25,23,67,23,81,47,25,51
108,59,35,51,23,39,35,39,73
109,77,71,67,41,37,83,29,63
110,51,23,31,49,21,47,59,51
111,41,35,65,55,45,33,79,41
