,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,19.47,4.23,8.12,32.13,18.03,10.39,7.73,54.95
DCC_joint,,19.47,,-16.02,-8.43,10.10,-3.64,-10.40,-9.81,26.60
DCC_bivariate_loop,,4.23,-16.02,,4.82,28.89,14.17,6.33,4.22,52.89
SW_cross_validated,,8.12,-8.43,4.82,,17.55,6.05,0.12,-0.78,31.17
SW_15,,32.13,10.10,28.89,17.55,,-15.71,-22.88,-19.75,17.63
SW_30,,18.03,-3.64,14.17,6.05,-15.71,,-7.79,-7.44,38.75
SW_60,,10.39,-10.40,6.33,0.12,-22.88,-7.79,,-1.06,46.29
SW_120,,7.73,-9.81,4.22,-0.78,-19.75,-7.44,-1.06,,35.30
sFC,,54.95,26.60,52.89,31.17,17.63,38.75,46.29,35.30,
