,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.67,0.49,2.97,23.38,14.14,8.82,4.61,0.80
DCC_joint,,0.67,,0.05,2.51,22.99,13.65,8.20,4.12,0.06
DCC_bivariate_loop,,0.49,0.05,,2.28,19.55,11.35,6.45,3.62,0.10
SW_cross_validated,,2.97,2.51,2.28,,14.98,7.49,2.83,1.02,2.59
SW_15,,23.38,22.99,19.55,14.98,,9.78,17.64,15.25,24.61
SW_30,,14.14,13.65,11.35,7.49,9.78,,7.23,7.04,14.78
SW_60,,8.82,8.20,6.45,2.83,17.64,7.23,,1.82,9.18
SW_120,,4.61,4.12,3.62,1.02,15.25,7.04,1.82,,4.31
sFC,,0.80,0.06,0.10,2.59,24.61,14.78,9.18,4.31,
