,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,87,59,31,25,25,23,21,37,87,33,67
1,57,81,37,25,21,21,23,29,23,91,47
2,91,95,39,35,23,21,23,39,21,95,69
3,93,93,49,33,25,27,25,41,33,71,43
4,87,59,23,25,23,23,21,35,33,95,97
5,49,65,35,31,25,21,21,41,21,83,73
6,69,85,39,25,21,23,99,29,23,81,73
7,89,65,25,37,23,21,23,31,27,55,73
8,97,77,47,21,21,21,21,29,83,97,27
9,93,67,39,27,25,21,21,25,29,67,75
