,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,37,41,27,21,21,49,49,21,23,43,27
1,33,49,21,25,21,21,49,25,37,37,39
2,47,43,27,21,23,21,49,49,45,27,37
3,49,49,29,21,21,21,49,23,41,41,29
4,27,45,21,23,25,49,49,49,39,49,27
5,47,37,21,23,25,21,49,49,47,45,33
6,47,21,27,23,37,47,49,21,21,23,25
7,33,45,41,21,27,49,49,23,21,29,25
8,31,49,25,21,21,21,45,49,35,35,45
9,47,49,23,23,21,21,49,23,31,47,21
