,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
94,0.834,0.838,1.238,1.104,1.011,0.798,0.918,0.858
95,0.856,0.838,1.001,1.092,1.310,0.821,1.007,0.847
96,0.863,0.830,1.083,1.234,1.108,0.813,0.833,0.856
97,0.779,0.859,1.004,1.316,1.420,0.766,0.915,0.885
98,0.841,0.860,1.159,1.058,0.945,0.822,0.938,0.827
99,0.859,0.817,1.052,1.018,1.218,1.400,0.833,0.835
100,0.851,0.830,1.130,1.083,0.797,0.997,0.859,0.835
101,0.883,0.848,0.883,1.144,1.344,0.770,1.108,0.848
102,0.847,0.786,1.050,1.049,1.266,0.862,1.270,0.897
103,0.834,0.793,1.092,1.233,1.026,0.870,0.998,0.843
104,0.878,0.830,0.938,1.146,1.392,0.720,0.852,0.837
105,0.754,0.845,0.992,0.995,1.015,0.808,0.958,0.863
106,0.842,0.807,1.076,1.049,1.203,0.769,0.885,0.814
107,0.884,0.867,1.068,1.104,0.969,0.816,0.916,0.864
108,0.854,0.820,1.024,1.035,1.187,0.858,1.104,0.812
109,0.843,0.831,1.099,1.186,1.092,0.715,0.842,0.858
110,0.867,0.854,1.173,1.343,0.917,0.876,0.920,1.121
111,0.828,0.835,1.118,1.225,1.340,0.731,0.890,0.837
112,0.850,0.812,1.076,0.983,1.162,0.759,1.266,0.864
113,0.851,0.873,0.926,1.385,0.935,0.904,0.767,0.822
114,0.874,0.976,1.093,0.751,1.162,0.791,0.837,0.961
115,0.872,0.772,1.046,1.028,1.037,0.770,0.802,0.869
116,0.841,0.811,1.164,1.216,1.188,0.894,0.833,0.932
117,0.836,0.819,1.128,1.068,0.865,0.772,0.875,0.847
118,0.877,0.824,1.028,1.261,1.136,0.825,1.005,0.856
119,0.845,0.823,1.107,1.278,0.945,0.902,0.970,0.876
120,0.829,0.853,1.079,1.313,1.115,1.188,1.085,0.831
121,0.863,0.917,0.828,1.130,0.748,0.847,1.011,0.844
122,0.926,0.846,1.089,1.032,1.596,0.820,0.740,0.822
123,0.851,0.843,1.024,1.225,1.826,0.897,0.855,0.843
124,0.820,0.842,1.092,1.238,1.098,0.754,1.144,0.816
125,0.860,0.810,1.203,1.069,1.273,0.845,0.999,0.851
126,0.833,0.860,1.104,1.089,1.324,0.814,0.893,0.836
127,0.853,0.825,1.158,1.122,1.152,0.853,1.262,0.864
128,0.915,0.786,1.082,1.105,1.225,0.922,0.890,0.838
129,0.842,0.864,1.166,1.044,1.177,0.810,1.096,0.864
130,0.844,0.805,1.378,0.960,1.351,0.855,1.002,0.859
131,0.777,0.878,1.114,1.178,1.445,0.834,0.772,0.832
132,0.852,0.816,1.190,1.343,1.284,0.999,0.895,0.840
133,0.860,0.841,0.944,1.032,0.926,0.839,0.878,0.879
134,0.871,0.834,1.133,1.171,1.307,0.769,0.849,0.844
135,0.838,0.828,1.001,1.139,1.306,1.311,0.811,0.873
136,0.858,0.830,1.148,1.198,1.409,0.848,0.892,0.869
137,0.822,0.868,1.203,0.852,1.183,0.862,0.824,0.837
138,0.848,0.812,0.998,1.366,1.075,0.831,0.862,0.835
139,0.851,0.825,1.154,0.966,1.346,1.008,0.879,0.871
140,0.874,0.798,1.120,1.037,1.041,0.847,0.822,0.859
141,0.915,0.926,0.983,1.015,1.263,0.846,0.814,0.852
142,0.840,0.836,1.145,0.969,1.238,0.772,1.270,0.852
143,0.846,0.814,0.987,1.082,1.345,1.011,0.739,0.861
144,0.854,0.845,1.030,0.935,1.125,0.859,0.839,0.872
145,0.829,0.840,1.101,1.152,1.447,0.845,0.654,0.807
146,0.851,0.872,1.272,1.000,1.328,0.857,0.839,0.855
147,0.849,0.813,1.154,1.136,0.917,0.885,0.894,0.840
148,0.874,0.853,1.213,0.965,1.185,0.855,0.840,0.870
149,0.830,0.833,1.089,1.192,1.161,0.824,0.850,0.829
150,0.866,0.838,1.025,1.182,1.382,0.789,0.912,0.834
151,0.872,0.850,1.059,1.193,1.354,0.812,1.211,0.809
152,0.859,0.815,1.002,0.995,1.692,0.864,0.824,0.860
153,0.841,0.817,1.095,1.034,1.403,0.948,0.720,0.842
154,0.858,0.830,1.108,1.201,1.115,0.870,1.013,0.844
155,0.837,0.738,0.968,1.579,1.296,0.782,1.151,0.845
156,0.893,0.813,1.090,0.856,0.933,0.757,0.882,0.844
157,0.849,0.843,0.914,1.057,1.458,0.833,0.842,0.826
158,0.851,0.894,1.151,1.106,1.329,1.029,0.980,0.881
159,0.961,0.841,0.968,1.222,1.000,0.850,0.852,0.860
160,0.841,0.765,1.054,1.051,1.086,0.801,0.800,0.871
161,0.829,0.815,1.115,0.972,1.546,0.805,1.165,0.902
162,0.842,0.825,0.981,1.354,1.533,1.003,1.101,0.861
163,0.845,0.830,1.012,0.962,1.041,0.988,0.929,0.832
164,0.838,0.807,1.075,0.998,1.263,0.759,0.747,0.841
165,0.852,0.840,1.199,1.218,1.038,1.057,0.961,0.866
166,0.853,0.871,1.034,0.944,1.467,0.864,0.869,0.865
167,0.889,0.906,1.085,1.083,0.987,0.830,1.087,0.873
168,0.890,0.889,0.885,1.139,1.050,0.869,0.970,0.851
169,0.867,0.769,1.120,1.103,0.953,0.892,0.956,0.846
170,0.905,0.760,1.238,1.103,1.443,0.832,0.883,0.852
171,0.834,0.865,1.047,1.006,1.039,0.789,1.090,0.826
172,0.843,0.836,1.081,0.953,0.916,0.828,0.820,1.091
173,0.856,0.816,1.090,0.927,1.267,0.836,0.842,0.838
174,0.895,0.819,0.916,1.255,1.072,0.769,0.899,0.871
175,0.845,0.828,1.097,1.112,0.813,0.837,0.857,0.823
176,0.925,0.833,1.079,1.004,1.173,0.917,1.024,0.863
177,0.845,0.824,1.070,0.885,0.843,0.748,1.022,0.850
178,0.919,0.842,1.078,1.259,1.332,0.847,0.807,0.798
179,0.847,0.872,1.032,1.090,1.298,1.277,0.895,0.840
180,0.851,0.667,1.036,1.104,1.201,0.993,0.733,0.861
181,0.857,0.817,1.076,1.096,1.176,0.794,0.853,0.820
182,0.879,0.858,1.104,1.343,1.289,0.776,0.830,0.849
183,0.854,0.808,1.208,1.103,1.156,0.846,0.911,0.806
184,0.840,0.855,1.087,0.955,0.925,0.867,0.864,0.830
185,0.830,0.882,1.066,1.074,0.814,0.903,0.872,0.858
186,0.851,0.794,1.058,1.138,1.050,0.907,1.180,0.833
187,0.862,0.824,1.130,1.201,1.417,0.841,0.851,0.853
188,0.927,0.839,1.135,1.021,1.408,0.810,0.913,1.059
189,0.856,0.843,1.081,1.025,1.005,0.994,0.848,0.832
190,0.833,0.844,1.135,1.204,1.156,0.927,0.763,0.815
191,0.880,0.822,1.088,0.932,1.516,1.009,1.032,0.824
192,0.898,0.841,1.393,1.289,1.370,0.956,1.188,0.842
193,0.842,0.837,1.123,1.252,1.425,0.863,0.777,0.884
194,0.853,0.843,1.105,1.055,1.225,0.739,0.795,0.838
195,0.847,0.899,1.165,1.177,1.210,1.010,0.851,0.972
196,0.864,0.848,1.202,1.074,1.311,0.780,1.038,0.845
197,0.821,0.848,1.065,0.893,1.178,0.809,0.909,0.888
198,0.879,0.836,1.154,1.044,1.492,0.770,0.815,0.843
199,0.870,0.839,1.026,0.914,1.394,0.833,0.926,0.844
