,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-4.60,-4.71,6.49,14.00,6.23,4.88,7.10,-3.43
DCC_joint,,-4.60,,0.03,10.04,16.70,8.52,7.81,11.21,2.62
DCC_bivariate_loop,,-4.71,0.03,,10.17,16.81,8.56,7.88,11.40,2.75
SW_cross_validated,,6.49,10.04,10.17,,8.22,1.67,-0.62,-0.16,-9.63
SW_15,,14.00,16.70,16.81,8.22,,-5.21,-8.17,-8.75,-16.54
SW_30,,6.23,8.52,8.56,1.67,-5.21,,-2.05,-1.86,-7.97
SW_60,,4.88,7.81,7.88,-0.62,-8.17,-2.05,,0.51,-7.18
SW_120,,7.10,11.21,11.40,-0.16,-8.75,-1.86,0.51,,-11.06
sFC,,-3.43,2.62,2.75,-9.63,-16.54,-7.97,-7.18,-11.06,
