,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.9801e-01,5.6361e-01,9.4992e-02,2.0374e-08,6.8272e-03,3.8604e-01,5.2618e-11,8.0121e-11
DCC_joint,,4.9801e-01,,8.8866e-01,2.2706e-02,1.1445e-09,5.3787e-04,1.2251e-01,1.9596e-13,2.6438e-14
DCC_bivariate_loop,,5.6361e-01,8.8866e-01,,2.6375e-02,1.2063e-09,6.3708e-04,1.4219e-01,1.8188e-13,2.1588e-14
SW_cross_validated,,9.4992e-02,2.2706e-02,2.6375e-02,,5.2346e-06,4.1537e-01,3.8211e-01,1.1021e-07,6.8674e-07
SW_15,,2.0374e-08,1.1445e-09,1.2063e-09,5.2346e-06,,5.8683e-06,2.8312e-07,4.6108e-01,2.9854e-01
SW_30,,6.8272e-03,5.3787e-04,6.3708e-04,4.1537e-01,5.8683e-06,,6.8846e-02,3.5511e-08,2.0199e-07
SW_60,,3.8604e-01,1.2251e-01,1.4219e-01,3.8211e-01,2.8312e-07,6.8846e-02,,2.2977e-09,7.8981e-09
SW_120,,5.2618e-11,1.9596e-13,1.8188e-13,1.1021e-07,4.6108e-01,3.5511e-08,2.2977e-09,,1.6435e-03
sFC,,8.0121e-11,2.6438e-14,2.1588e-14,6.8674e-07,2.9854e-01,2.0199e-07,7.8981e-09,1.6435e-03,
