,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0082,0.0065,0.0001,0.0000,0.0003,0.0044,0.0000,0.1098
DCC_joint,nan,4.5902,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.6182
DCC_bivariate_loop,nan,4.6963,-0.034,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.4738
SW_cross_validated,nan,-6.4959,-10.0442,-10.1709,-,0.0000,1.,1.,1.,0.0000
SW_15,nan,-14.0013,-16.6995,-16.8128,-8.2199,-,0.0021,0.0000,0.0000,0.0000
SW_30,nan,-6.234,-8.5152,-8.5554,-1.668,5.2142,-,1.,1.,0.0000
SW_60,nan,-4.8785,-7.8137,-7.8785,0.6188,8.1671,2.0485,-,1.,0.0000
SW_120,nan,-7.0978,-11.2104,-11.4013,0.1636,8.7525,1.8556,-0.5135,-,0.0000
sFC,nan,3.4205,-2.625,-2.7504,9.6276,16.5373,7.9682,7.1797,11.0634,-
