,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-0.69,-0.59,1.76,9.47,3.05,0.89,13.78,13.44
DCC_joint,,-0.69,,0.14,2.49,11.40,4.20,1.62,19.19,21.55
DCC_bivariate_loop,,-0.59,0.14,,2.42,11.36,4.12,1.53,19.28,21.80
SW_cross_validated,,1.76,2.49,2.42,,6.38,0.83,-0.90,8.46,7.43
SW_15,,9.47,11.40,11.36,6.38,,-6.32,-7.92,0.75,-1.07
SW_30,,3.05,4.20,4.12,0.83,-6.32,,-1.94,9.13,8.11
SW_60,,0.89,1.62,1.53,-0.90,-7.92,-1.94,,10.91,10.08
SW_120,,13.78,19.19,19.28,8.46,0.75,9.13,10.91,,-3.70
sFC,,13.44,21.55,21.80,7.43,-1.07,8.11,10.08,-3.70,
