,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,3.10,3.42,7.57,15.00,9.57,4.72,4.17,44.34
DCC_joint,,3.10,,0.50,5.97,14.15,8.16,2.54,1.59,60.02
DCC_bivariate_loop,,3.42,0.50,,5.56,13.68,7.64,2.11,1.09,54.58
SW_cross_validated,,7.57,5.97,5.56,,7.18,1.15,-3.37,-4.63,22.31
SW_15,,15.00,14.15,13.68,7.18,,-6.50,-10.95,-12.63,10.02
SW_30,,9.57,8.16,7.64,1.15,-6.50,,-4.94,-6.52,23.66
SW_60,,4.72,2.54,2.11,-3.37,-10.95,-4.94,,-1.13,33.83
SW_120,,4.17,1.59,1.09,-4.63,-12.63,-6.52,-1.13,,45.95
sFC,,44.34,60.02,54.58,22.31,10.02,23.66,33.83,45.95,
