,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.1396e-03,3.0730e-03,5.3758e-07,1.2900e-11,1.7402e-08,1.7256e-04,5.7564e-04,7.7440e-20
DCC_joint,,6.1396e-03,,6.2474e-01,1.1867e-05,3.4192e-11,1.8598e-07,2.0529e-02,1.2904e-01,3.4463e-22
DCC_bivariate_loop,,3.0730e-03,6.2474e-01,,2.7913e-05,5.9831e-11,4.6509e-07,4.9560e-02,2.8823e-01,1.8941e-21
SW_cross_validated,,5.3758e-07,1.1867e-05,2.7913e-05,,1.1115e-06,2.6516e-01,3.3865e-03,2.0773e-04,1.4498e-14
SW_15,,1.2900e-11,3.4192e-11,5.9831e-11,1.1115e-06,,4.1158e-06,2.1560e-09,2.2091e-10,8.6413e-09
SW_30,,1.7402e-08,1.8598e-07,4.6509e-07,2.6516e-01,4.1158e-06,,1.0550e-04,3.9755e-06,5.2065e-15
SW_60,,1.7256e-04,2.0529e-02,4.9560e-02,3.3865e-03,2.1560e-09,1.0550e-04,,2.7479e-01,9.5820e-18
SW_120,,5.7564e-04,1.2904e-01,2.8823e-01,2.0773e-04,2.2091e-10,3.9755e-06,2.7479e-01,,4.1075e-20
sFC,,7.7440e-20,3.4463e-22,1.8941e-21,1.4498e-14,8.6413e-09,5.2065e-15,9.5820e-18,4.1075e-20,
