,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.7397e-07,2.1853e-07,4.2009e-07,1.2201e-06,3.5662e-07,2.0654e-07,2.2249e-07,1.4051e-05
DCC_joint,,1.7397e-07,,3.5049e-02,6.6478e-04,1.8655e-10,4.5238e-05,1.0382e-01,1.6832e-02,1.9518e-21
DCC_bivariate_loop,,2.1853e-07,3.5049e-02,,8.1481e-03,1.0972e-09,1.7345e-03,5.6718e-01,8.2282e-01,1.1043e-21
SW_cross_validated,,4.2009e-07,6.6478e-04,8.1481e-03,,1.6004e-04,6.0347e-01,4.3601e-03,9.2994e-03,6.8362e-13
SW_15,,1.2201e-06,1.8655e-10,1.0972e-09,1.6004e-04,,1.4127e-06,6.5978e-10,8.4673e-10,8.7547e-13
SW_30,,3.5662e-07,4.5238e-05,1.7345e-03,6.0347e-01,1.4127e-06,,6.6219e-04,1.8544e-03,3.6692e-17
SW_60,,2.0654e-07,1.0382e-01,5.6718e-01,4.3601e-03,6.5978e-10,6.6219e-04,,4.0753e-01,1.0077e-21
SW_120,,2.2249e-07,1.6832e-02,8.2282e-01,9.2994e-03,8.4673e-10,1.8544e-03,4.0753e-01,,9.7511e-23
sFC,,1.4051e-05,1.9518e-21,1.1043e-21,6.8362e-13,8.7547e-13,3.6692e-17,1.0077e-21,9.7511e-23,
