,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.60,2.77,5.18,12.85,4.42,3.26,21.58,27.34
DCC_joint,,2.60,,0.18,2.94,12.42,1.94,0.40,23.54,32.13
DCC_bivariate_loop,,2.77,0.18,,2.78,12.35,1.76,0.19,23.60,32.37
SW_cross_validated,,5.18,2.94,2.78,,10.20,-1.25,-3.22,22.73,33.23
SW_15,,12.85,12.42,12.35,10.20,,-12.52,-16.35,15.88,31.30
SW_30,,4.42,1.94,1.76,-1.25,-12.52,,-2.01,26.18,39.19
SW_60,,3.26,0.40,0.19,-3.22,-16.35,-2.01,,31.89,50.50
SW_120,,21.58,23.54,23.60,22.73,15.88,26.18,31.89,,10.31
sFC,,27.34,32.13,32.37,33.23,31.30,39.19,50.50,10.31,
